user_id,name,age,gender,city_tier,occupation,monthly_income,monthly_expenses,monthly_savings,recharge_frequency,average_recharge_amount,electricity_payment_rate,water_payment_rate,internet_payment_rate,late_bill_count,upi_transactions,wallet_transactions,ecommerce_orders,payment_consistency,digital_activity_score,expense_ratio,savings_ratio,financial_discipline,credit_score,credit_category
1139,Harini Kapur,37,Male,Tier-2,Freelancer,69486,58601,9591,8,239,82,84,92,0,285,77,15,86.0,377,0.84,0.14,63.14,602,Fair
1140,Inaya Mahal,44,Female,Tier-1,Salaried,84816,59418,24390,12,399,96,90,93,0,195,49,15,93.0,259,0.7,0.29,79.13,632,Fair
1141,Qushi Salvi,45,Female,Tier-2,Salaried,26183,17727,7892,10,499,99,99,91,1,173,46,6,96.33,225,0.68,0.3,77.21,626,Fair
1142,Adweta Shanker,26,Female,Tier-3,Freelancer,41401,28226,10199,12,399,95,88,99,3,349,57,11,94.0,417,0.68,0.25,78.39,609,Fair
1143,Aadhya Tiwari,22,Female,Tier-3,Student,14684,12409,570,10,399,95,93,87,1,204,56,3,91.67,263,0.85,0.04,67.0,559,Fair
1144,Mekhala Krishnan,27,Male,Tier-3,Freelancer,26476,16911,7305,8,239,99,100,82,2,349,38,15,93.67,402,0.64,0.28,71.11,604,Fair
1145,Krisha Kale,45,Male,Tier-3,Salaried,26504,13659,10535,11,399,96,100,91,1,206,11,14,95.67,231,0.52,0.4,81.76,634,Fair
1146,Vasana Dhar,30,Male,Tier-2,Salaried,59078,40744,17822,11,499,100,93,98,0,243,11,8,97.0,262,0.69,0.3,79.55,642,Fair
1147,Manya Viswanathan,42,Female,Tier-1,Gig Worker,28555,22133,3692,8,199,87,95,95,2,183,95,6,92.33,284,0.78,0.13,66.05,575,Fair
1148,Pranit Chakraborty,23,Male,Tier-1,Freelancer,66354,50535,13346,12,299,86,88,95,0,205,21,11,89.67,237,0.76,0.2,74.87,618,Fair
1149,Zashil Kalla,48,Male,Tier-2,Business Owner,114908,80478,32658,10,499,93,94,96,2,288,25,15,94.33,328,0.7,0.28,75.69,613,Fair
1150,Gunbir Chokshi,38,Male,Tier-2,Business Owner,102707,62124,39858,10,399,100,98,96,2,350,34,7,98.0,391,0.6,0.39,80.64,620,Fair
1151,Mugdha Chand,23,Male,Tier-3,Student,11335,9081,1426,10,199,76,77,92,0,276,61,6,81.67,343,0.8,0.13,64.61,590,Fair
1152,Sanya Narayanan,48,Female,Tier-3,Business Owner,47120,31271,14761,10,599,98,93,99,1,414,36,16,96.67,466,0.66,0.31,77.73,629,Fair
1153,Bahadurjit Suri,31,Female,Tier-3,Salaried,42702,33779,6584,11,599,97,99,94,1,141,13,15,96.67,169,0.79,0.15,74.96,589,Fair
1154,Ganga Rout,54,Male,Tier-1,Business Owner,57043,35057,19912,11,399,98,91,97,2,410,40,20,95.33,470,0.61,0.35,80.14,622,Fair
1155,Urishilla Biswas,44,Female,Tier-1,Business Owner,42979,28665,12864,12,599,98,94,91,0,300,22,13,94.33,335,0.67,0.3,80.15,645,Fair
1156,Yochana Ghosh,28,Male,Tier-3,Salaried,38278,28322,9040,11,299,97,98,91,1,102,23,6,95.33,131,0.74,0.24,76.75,585,Fair
1157,Aadhya Sule,18,Female,Tier-1,Student,12171,9348,1430,9,299,79,89,95,2,216,27,5,87.67,248,0.77,0.12,65.36,554,Fair
1158,Upkaar Shanker,41,Male,Tier-2,Salaried,28223,16602,9355,10,499,90,92,96,1,230,12,5,92.67,247,0.59,0.33,76.28,612,Fair
1159,Mahika Saini,29,Male,Tier-1,Salaried,69698,52283,14813,10,599,97,98,91,0,218,41,14,95.33,273,0.75,0.21,74.04,622,Fair
1160,Diya Suresh,19,Female,Tier-3,Student,8023,5745,1076,12,239,78,95,86,2,252,79,8,86.33,339,0.72,0.13,71.19,586,Fair
1161,Gayathri Khosla,36,Female,Tier-3,Freelancer,66406,47801,15995,12,299,82,99,88,1,288,51,4,89.67,343,0.72,0.24,76.06,607,Fair
1162,Chaaya Char,33,Female,Tier-1,Salaried,40001,25818,11724,11,299,97,99,98,1,203,17,11,98.0,231,0.65,0.29,79.79,637,Fair
1163,Maanav Joshi,59,Female,Tier-1,Business Owner,70926,39577,30149,12,399,90,95,90,1,388,19,7,91.67,414,0.56,0.43,82.59,639,Fair
1164,Yashica Mohanty,28,Male,Tier-3,Salaried,30648,15617,12199,12,499,90,95,98,1,126,26,10,94.33,162,0.51,0.4,83.11,625,Fair
1165,Gagan Narang,28,Female,Tier-2,Salaried,29767,16398,11770,10,499,99,96,97,0,242,47,12,97.33,301,0.55,0.4,80.53,660,Good
1166,Irya Bhat,29,Female,Tier-3,Business Owner,60753,43726,14077,10,499,90,99,93,2,465,44,12,94.0,521,0.72,0.23,73.95,613,Fair
1167,Yatin Menon,32,Female,Tier-3,Salaried,67491,52825,12316,12,499,99,98,98,0,121,28,9,98.33,158,0.78,0.18,78.64,629,Fair
1168,Chaaya Chokshi,44,Male,Tier-1,Gig Worker,39914,35634,2181,11,239,72,81,75,2,219,71,8,76.0,298,0.89,0.05,61.64,537,Poor
1169,Triya Chaudhary,22,Female,Tier-1,Student,19811,16633,1104,8,199,98,95,94,3,276,54,9,95.67,339,0.84,0.06,65.51,555,Fair
1170,Ria Thaman,45,Male,Tier-2,Salaried,80411,62609,15155,10,499,98,99,93,1,109,44,9,96.67,162,0.78,0.19,73.99,581,Fair
1171,Caleb Bawa,28,Male,Tier-1,Freelancer,39161,33212,3579,10,239,96,86,99,3,247,62,13,93.67,322,0.85,0.09,69.58,565,Fair
1172,Imaran Aggarwal,26,Male,Tier-2,Freelancer,33323,21675,9262,9,399,85,86,83,2,196,87,9,84.67,292,0.65,0.28,68.67,586,Fair
1173,Upadhriti Dua,24,Male,Tier-3,Student,14639,12697,646,9,239,96,92,98,2,220,73,5,95.33,298,0.87,0.04,66.99,567,Fair
1174,Falguni Baria,28,Female,Tier-1,Salaried,42087,33751,7150,12,499,92,98,95,1,145,31,10,95.0,186,0.8,0.17,76.6,604,Fair
1175,Gautam Dara,27,Female,Tier-3,Gig Worker,38453,32124,5394,8,299,89,95,91,3,106,48,9,91.67,163,0.84,0.14,66.04,536,Poor
1176,Lipika Kapadia,23,Male,Tier-1,Salaried,87365,58479,27210,12,499,96,98,95,0,182,41,14,96.33,237,0.67,0.31,81.51,646,Fair
1177,Kala Chaudhry,23,Male,Tier-2,Student,8931,5098,1197,12,199,78,90,99,3,162,23,5,89.0,190,0.57,0.13,72.52,562,Fair
1178,Oni Doshi,24,Male,Tier-1,Salaried,30636,17777,11017,10,599,94,91,95,1,216,16,9,93.33,241,0.58,0.36,77.45,618,Fair
1179,Adya Pandit,32,Female,Tier-3,Freelancer,55591,39620,15284,11,299,98,91,78,1,259,77,8,89.0,344,0.71,0.27,74.75,605,Fair
1180,Rudra Naik,24,Male,Tier-3,Gig Worker,32843,25443,5332,6,239,94,95,72,1,170,42,8,87.0,220,0.77,0.16,60.37,568,Fair
1181,Nathan Sarma,37,Female,Tier-3,Freelancer,45991,35169,9360,12,399,79,99,90,0,219,66,5,89.33,290,0.76,0.2,74.77,624,Fair
1182,Wyatt Chander,27,Male,Tier-1,Salaried,86287,64563,20080,11,599,90,95,99,1,215,44,11,94.67,270,0.75,0.23,76.31,611,Fair
1183,Jonathan Chauhan,33,Male,Tier-3,Salaried,58437,43065,13693,12,499,98,100,95,1,193,30,15,97.67,238,0.74,0.23,79.86,616,Fair
1184,Gaurangi Parsa,42,Male,Tier-3,Salaried,84669,67701,15212,10,599,95,90,92,0,110,12,6,92.33,128,0.8,0.18,71.56,593,Fair
1185,Harshil Prashad,28,Male,Tier-2,Freelancer,19767,12191,5749,9,399,78,100,85,2,167,46,3,87.67,216,0.62,0.29,70.56,572,Fair
1186,Wahab Dutta,43,Female,Tier-3,Salaried,66484,47368,17047,12,399,100,91,94,1,172,43,12,95.0,227,0.71,0.26,79.19,618,Fair
1187,Yauvani Ramanathan,24,Male,Tier-2,Student,12277,10171,920,11,299,95,88,84,0,153,43,10,89.0,206,0.83,0.07,68.75,589,Fair
1188,Divya Sen,22,Male,Tier-1,Gig Worker,27230,23777,2134,7,299,87,95,73,2,128,28,3,85.0,159,0.87,0.08,58.85,525,Poor
1189,Rishi Yogi,40,Male,Tier-2,Freelancer,21068,16346,1958,8,239,91,82,88,2,275,40,6,87.0,321,0.78,0.09,62.29,555,Fair
1190,Chanchal Sood,38,Female,Tier-3,Salaried,51478,35095,14396,10,599,92,92,95,1,218,30,8,93.0,256,0.68,0.28,74.89,616,Fair
1191,Leena Cheema,35,Male,Tier-1,Salaried,35142,21374,12850,10,499,92,99,91,1,197,45,7,94.0,249,0.61,0.37,77.97,625,Fair
1192,Manthan Sane,24,Female,Tier-1,Freelancer,57298,43920,10492,8,299,96,81,81,3,333,47,12,86.0,392,0.77,0.18,64.49,546,Poor
1193,Saanvi Karpe,19,Female,Tier-3,Student,23895,17554,3445,12,239,98,88,85,0,229,71,7,90.33,307,0.73,0.14,73.49,610,Fair
1194,Gaurika Edwin,40,Female,Tier-1,Salaried,34428,25637,7199,10,499,100,95,93,0,181,45,8,96.0,234,0.74,0.21,74.27,623,Fair
1195,Vanya Raj,35,Female,Tier-2,Freelancer,63307,46024,15421,11,239,80,100,87,2,213,22,12,89.0,247,0.73,0.24,73.81,580,Fair
1196,Nitesh Muni,24,Female,Tier-1,Freelancer,26826,18682,7417,12,399,89,75,80,1,262,28,5,81.33,295,0.7,0.28,72.96,595,Fair
1197,Varsha Mallick,59,Male,Tier-1,Business Owner,54747,40251,13881,12,499,92,99,98,2,312,18,8,96.33,338,0.74,0.25,79.77,619,Fair
1198,Tarak Sundaram,53,Female,Tier-3,Business Owner,47115,28676,15877,10,399,90,94,98,1,405,39,14,94.0,458,0.61,0.34,77.11,643,Fair
1199,Harshil Tripathi,29,Male,Tier-1,Salaried,70437,44726,23596,12,499,100,98,95,0,160,50,12,97.67,222,0.63,0.33,82.88,643,Fair
1200,Raghav Sarkar,20,Male,Tier-1,Student,12742,10077,1782,8,299,78,89,82,2,161,33,11,83.0,205,0.79,0.14,61.7,528,Poor
1201,Yutika Purohit,50,Female,Tier-3,Business Owner,43149,32218,9627,10,499,94,100,98,0,264,49,19,97.33,332,0.75,0.22,75.36,633,Fair
1202,Ojasvi Mall,22,Male,Tier-1,Gig Worker,16894,13568,2353,9,199,89,73,74,4,92,39,3,78.67,134,0.8,0.14,61.51,479,Poor
1203,Hema Arora,57,Male,Tier-2,Business Owner,93754,63107,29686,12,399,90,91,99,2,422,15,7,93.33,444,0.67,0.32,80.17,613,Fair
1204,Lucky Bhatnagar,19,Male,Tier-2,Student,6371,4768,227,8,399,79,98,90,3,183,32,11,89.0,226,0.75,0.04,61.57,514,Poor
1205,Azaan Padmanabhan,33,Male,Tier-1,Salaried,38657,26022,10980,12,399,97,100,100,1,233,16,6,99.0,255,0.67,0.28,82.02,623,Fair
1206,Gautam Devan,40,Male,Tier-1,Salaried,69763,50740,17349,12,399,95,90,99,1,134,19,13,94.67,166,0.73,0.25,78.79,609,Fair
1207,Ekaja Sekhon,40,Male,Tier-2,Business Owner,88067,45727,39510,11,599,96,91,100,0,456,23,17,95.67,496,0.52,0.45,83.29,688,Good
1208,Sudiksha Ghose,59,Female,Tier-2,Business Owner,42239,23757,16645,10,499,91,92,94,0,358,32,14,92.33,404,0.56,0.39,77.99,666,Good
1209,Vihaan Apte,27,Female,Tier-1,Salaried,38894,22849,14063,11,299,92,90,92,1,113,37,5,91.33,155,0.59,0.36,78.51,618,Fair
1210,Vamakshi Rana,38,Male,Tier-2,Salaried,43214,35049,7133,12,299,97,91,96,1,105,36,7,94.67,148,0.81,0.17,76.29,582,Fair
1211,Krishna Kothari,31,Female,Tier-2,Salaried,87450,53456,32007,12,299,93,94,90,0,115,17,4,92.33,136,0.61,0.37,81.15,631,Fair
1212,Anirudh Chowdhury,32,Female,Tier-2,Salaried,65822,53947,10940,11,499,95,94,96,0,163,26,11,95.0,200,0.82,0.17,74.49,605,Fair
1213,Hiral Varma,26,Male,Tier-2,Salaried,27891,17498,8053,10,299,90,93,90,1,241,24,5,91.0,270,0.63,0.29,74.16,610,Fair
1214,Urvashi Issac,36,Male,Tier-3,Salaried,58834,48439,9452,10,299,100,95,97,0,137,47,4,97.33,188,0.82,0.16,73.49,605,Fair
1215,Naksh Manne,29,Female,Tier-3,Salaried,58316,47272,9366,11,299,93,90,97,0,185,15,4,93.33,204,0.81,0.16,73.48,604,Fair
1216,Ekaraj Natt,29,Female,Tier-2,Salaried,77496,55448,19385,10,399,90,90,99,1,146,32,12,93.0,190,0.72,0.25,74.0,610,Fair
1217,Zilmil Sood,36,Female,Tier-2,Salaried,64069,48247,13674,10,399,91,98,90,1,150,22,13,93.0,185,0.75,0.21,72.9,588,Fair
1218,Omya Krishnan,53,Male,Tier-1,Business Owner,97253,55343,39465,10,499,99,91,98,0,462,18,17,96.0,497,0.57,0.41,80.17,658,Good
1219,Gautami Pathak,32,Female,Tier-3,Gig Worker,23592,18198,2484,8,239,90,88,70,1,109,26,8,82.67,143,0.77,0.11,60.49,547,Poor
1220,Sachi Walla,20,Female,Tier-1,Student,6223,4479,140,10,239,92,99,97,0,264,68,12,96.0,344,0.72,0.02,68.67,623,Fair
1221,Reyansh Bhakta,45,Female,Tier-2,Salaried,29310,19645,6716,10,299,94,99,99,0,250,29,14,97.33,293,0.67,0.23,75.54,643,Fair
1222,Manthan Gopal,23,Female,Tier-1,Freelancer,28019,22015,5097,11,399,78,88,87,2,176,72,9,84.33,257,0.79,0.18,69.62,558,Fair
1223,Abeer Bassi,24,Female,Tier-3,Salaried,56786,38845,15330,11,399,93,92,95,1,146,23,15,93.33,184,0.68,0.27,76.77,619,Fair
1224,Dayita Grover,24,Female,Tier-1,Freelancer,55012,43836,9799,8,239,97,83,80,3,319,37,3,86.67,359,0.8,0.18,64.68,546,Poor
1225,Karan Subramanian,38,Male,Tier-1,Business Owner,53853,40995,11969,10,399,100,100,100,0,411,50,10,100.0,471,0.76,0.22,76.67,652,Good
1226,Faris Gulati,45,Male,Tier-3,Salaried,74212,48760,22545,12,599,92,91,91,1,105,44,12,91.33,161,0.66,0.3,78.78,608,Fair
1227,Vidhi Thaman,32,Female,Tier-1,Business Owner,111646,60812,48233,11,499,98,92,92,0,365,32,14,94.0,411,0.54,0.43,81.96,685,Good
1228,Priya Wadhwa,31,Male,Tier-2,Gig Worker,24341,17732,4167,10,199,71,95,70,3,218,25,7,78.67,250,0.73,0.17,64.47,528,Poor
1229,Unnati Kota,39,Female,Tier-2,Business Owner,64761,44507,19108,10,499,99,96,91,2,421,15,20,95.33,456,0.69,0.3,76.52,620,Fair
1230,Tanay Rajagopal,55,Female,Tier-3,Business Owner,113359,63480,48285,10,499,96,99,100,1,420,50,6,98.33,476,0.56,0.43,81.95,644,Fair
1231,Farhan Virk,26,Female,Tier-2,Salaried,41950,24654,15780,10,599,91,95,96,0,226,45,14,94.0,285,0.59,0.38,78.28,647,Fair
1232,Zinal Dugar,38,Female,Tier-2,Freelancer,51581,44227,6669,11,299,78,99,89,3,196,57,13,88.67,266,0.86,0.13,70.21,558,Fair
1233,Girish Bhat,52,Male,Tier-2,Business Owner,90296,58773,30402,12,499,99,96,90,1,365,42,10,95.0,417,0.65,0.34,81.6,634,Fair
1234,Daksha Halder,20,Male,Tier-3,Student,8349,6752,585,9,299,93,99,87,3,190,54,10,93.0,254,0.81,0.07,66.6,530,Poor
1235,Chavvi Krishnamurthy,35,Male,Tier-3,Salaried,59911,38167,19421,10,299,96,92,94,1,222,19,12,94.0,253,0.64,0.32,76.72,629,Fair
1236,Ati Pillay,42,Female,Tier-3,Salaried,79592,65224,13200,11,299,93,91,99,0,191,48,14,94.33,253,0.82,0.17,74.14,615,Fair
1237,Ayaan Rattan,19,Male,Tier-2,Student,20568,17347,2335,8,299,80,82,81,2,202,55,10,81.0,267,0.84,0.11,59.91,538,Poor
1238,Chakradhar Raju,31,Female,Tier-3,Gig Worker,39701,32153,6919,8,239,74,78,73,5,104,74,6,75.0,184,0.81,0.17,58.73,462,Poor
1239,Lohit Nanda,41,Male,Tier-3,Salaried,52288,36343,13098,10,599,97,91,98,0,166,48,12,95.33,226,0.7,0.25,75.18,641,Fair
1240,Joshua Kamdar,23,Male,Tier-2,Salaried,81773,60388,20457,12,399,91,94,91,1,169,36,12,92.0,217,0.74,0.25,77.51,604,Fair
1241,Yochana Natt,40,Female,Tier-2,Gig Worker,22338,15721,3867,10,239,89,91,87,5,143,94,7,89.0,244,0.7,0.17,69.69,519,Poor
1242,Harrison Dhar,23,Male,Tier-1,Freelancer,36451,27854,5644,10,299,100,96,76,0,181,37,14,90.67,232,0.76,0.15,69.98,616,Fair
1243,Robert Bhasin,58,Female,Tier-3,Business Owner,87358,63753,22852,11,599,90,95,91,0,371,15,12,92.0,398,0.73,0.26,75.85,633,Fair
1244,Pratyush Choudhury,33,Male,Tier-2,Salaried,41289,30128,10433,12,399,91,98,99,1,183,33,13,96.0,229,0.73,0.25,79.58,620,Fair
1245,Vasana Sandhu,22,Female,Tier-2,Student,23756,20315,1405,9,299,91,93,88,1,132,38,8,90.67,178,0.86,0.06,65.11,569,Fair
1246,Chasmum Nagarajan,36,Male,Tier-3,Salaried,28276,19410,6552,11,499,92,90,94,1,208,33,11,92.0,252,0.69,0.23,74.95,607,Fair
1247,Yutika Ben,30,Female,Tier-2,Freelancer,65332,53509,9810,9,239,100,91,100,0,258,36,6,97.0,300,0.82,0.15,71.0,612,Fair
1248,Fitan Yadav,39,Female,Tier-1,Business Owner,94884,66488,26959,11,399,91,96,100,1,404,48,11,95.67,463,0.7,0.28,78.36,624,Fair
1249,Raagini Bandi,19,Male,Tier-2,Student,8880,6060,379,10,239,99,100,94,3,242,64,12,97.67,318,0.68,0.04,70.11,564,Fair
1250,Chaitanya Mane,32,Female,Tier-3,Business Owner,91136,70749,18859,10,399,94,91,91,1,483,42,19,92.0,544,0.78,0.21,72.21,622,Fair
1251,Meghana Warrior,20,Male,Tier-1,Gig Worker,34919,26280,5851,10,199,73,85,88,5,181,81,8,82.0,270,0.75,0.17,66.03,496,Poor
1252,Michael Jain,22,Male,Tier-3,Student,16742,14630,1301,8,299,89,79,93,2,162,60,8,87.0,230,0.87,0.08,61.83,531,Poor
1253,Charvi Kale,21,Male,Tier-3,Gig Worker,16681,12621,1980,7,299,94,85,80,2,190,64,10,86.33,264,0.76,0.12,60.73,561,Fair
1254,Avni Batta,34,Female,Tier-1,Salaried,88812,54523,31506,10,499,94,98,92,1,132,17,14,94.67,163,0.61,0.35,77.98,628,Fair
1255,Raksha Kibe,51,Male,Tier-1,Business Owner,75173,58157,15920,12,499,94,94,100,1,323,39,11,96.0,373,0.77,0.21,78.35,621,Fair
1256,Jasmit Iyengar,19,Female,Tier-2,Student,10051,7782,1422,11,299,99,92,99,3,294,80,11,96.67,385,0.77,0.14,74.58,587,Fair
1257,Pratyush Bhandari,43,Male,Tier-1,Business Owner,78465,48065,28346,12,599,92,97,92,0,299,45,14,93.67,358,0.61,0.36,81.67,677,Good
1258,Sathvik Bora,50,Male,Tier-2,Business Owner,41653,25206,15151,10,399,99,96,93,0,315,31,17,96.0,363,0.61,0.36,78.91,654,Good
1259,Anika Nayak,40,Female,Tier-1,Salaried,57967,36323,20719,11,399,95,93,94,0,109,50,15,94.0,174,0.63,0.36,79.72,646,Fair
1260,Netra Shankar,39,Male,Tier-1,Salaried,43782,30015,12195,10,599,95,92,94,1,165,33,8,93.67,206,0.69,0.28,75.19,607,Fair
1261,Rishi Parsa,51,Female,Tier-1,Business Owner,48645,30199,15506,12,399,97,98,91,0,414,30,9,95.33,453,0.62,0.32,81.23,650,Good
1262,Kashish Dhillon,36,Male,Tier-1,Gig Worker,31661,26366,2634,10,299,82,95,89,5,228,74,10,88.67,312,0.83,0.08,66.83,514,Poor
1263,Tanveer Roy,33,Female,Tier-3,Salaried,56538,39228,16661,10,599,91,94,97,0,164,34,7,94.0,205,0.69,0.29,75.84,615,Fair
1264,Pranit Bawa,26,Male,Tier-1,Freelancer,32550,27525,3550,9,399,95,82,93,3,191,86,6,90.0,283,0.85,0.11,66.27,547,Poor
1265,Lekha Borra,40,Male,Tier-1,Gig Worker,31611,24905,3839,6,239,75,88,76,2,212,85,1,79.67,298,0.79,0.12,55.48,534,Poor
1266,Agastya Hari,18,Female,Tier-1,Student,8832,7670,193,9,239,75,75,82,3,238,47,8,77.33,293,0.87,0.02,57.32,495,Poor
1267,Joshua Mukhopadhyay,24,Female,Tier-2,Freelancer,15734,11117,3154,10,239,86,87,100,0,223,27,14,91.0,264,0.71,0.2,71.51,624,Fair
1268,Krishna Hayer,23,Male,Tier-2,Freelancer,53642,41156,10313,8,299,83,88,100,1,199,60,7,90.33,266,0.77,0.19,66.93,591,Fair
1269,Lakshmi Sabharwal,19,Male,Tier-1,Student,5553,4308,440,11,239,75,86,88,2,270,44,9,83.0,323,0.78,0.08,65.88,556,Fair
1270,Yashasvi Goyal,44,Female,Tier-1,Salaried,50554,36768,12917,10,299,90,100,96,1,176,15,15,95.33,206,0.73,0.26,75.33,619,Fair
1271,Tanay Dutt,21,Male,Tier-3,Student,22748,19332,1412,11,299,99,94,95,0,253,59,2,96.0,314,0.85,0.06,71.86,622,Fair
1272,Harish Choudhary,40,Male,Tier-3,Salaried,38258,27326,8552,10,599,98,99,99,1,140,34,13,98.67,187,0.71,0.22,76.04,597,Fair
1273,Sneha Kale,40,Male,Tier-2,Salaried,61400,42189,17192,12,299,97,98,100,1,118,33,4,98.33,155,0.69,0.28,81.57,621,Fair
1274,Avni Mohan,25,Male,Tier-3,Salaried,62312,43918,16426,11,299,99,93,92,0,122,18,10,94.67,150,0.7,0.26,77.24,624,Fair
1275,Indrajit Baria,32,Female,Tier-2,Salaried,89079,72984,15113,10,499,92,91,97,1,185,42,9,93.33,236,0.82,0.17,71.76,593,Fair
1276,Naksh Salvi,25,Male,Tier-2,Salaried,68972,42972,23242,11,499,96,99,92,0,124,44,14,95.67,182,0.62,0.34,79.94,635,Fair
1277,Kavya Sama,39,Female,Tier-1,Freelancer,41398,28722,11872,11,299,80,80,79,3,235,85,12,79.67,332,0.69,0.29,70.44,568,Fair
1278,Ekansh Bakshi,32,Male,Tier-3,Freelancer,32458,21037,9139,8,399,86,96,84,2,274,25,8,88.67,307,0.65,0.28,68.78,596,Fair
1279,Gaurang Manne,22,Female,Tier-3,Student,9637,7151,351,10,399,75,97,98,0,132,24,12,90.0,168,0.74,0.04,66.09,578,Fair
1280,Finn Shankar,24,Male,Tier-1,Salaried,55104,42828,10630,10,499,97,92,98,0,243,49,9,95.67,301,0.78,0.19,73.62,615,Fair
1281,Kabir Mutti,43,Female,Tier-3,Salaried,86952,53280,32876,12,399,92,94,97,0,123,18,10,94.33,151,0.61,0.38,82.51,642,Fair
1282,Ekantika Chana,18,Male,Tier-3,Student,6930,3685,846,12,199,77,78,98,2,120,59,4,84.33,183,0.53,0.12,69.83,551,Fair
1283,Bhavya Srivastava,36,Female,Tier-2,Salaried,30299,17699,10207,10,499,93,97,90,0,151,12,4,93.33,167,0.58,0.34,76.77,616,Fair
1284,Urvashi Sabharwal,21,Female,Tier-3,Freelancer,46710,39263,6371,8,399,93,100,84,2,328,57,6,92.33,391,0.84,0.14,66.26,578,Fair
1285,Yash Master,40,Male,Tier-3,Salaried,62557,48977,12720,11,499,92,99,94,1,220,17,10,95.0,247,0.78,0.2,75.6,613,Fair
1286,Abhiram Sawhney,26,Female,Tier-2,Gig Worker,36370,32397,3288,10,199,76,94,93,1,89,53,6,87.67,148,0.89,0.09,66.55,547,Poor
1287,Aradhana Samra,28,Female,Tier-2,Salaried,29503,18954,7879,11,399,95,97,94,0,186,19,10,95.33,215,0.64,0.27,77.68,623,Fair
1288,Banjeet Rao,33,Male,Tier-2,Gig Worker,11275,8320,1656,9,199,88,87,77,3,156,89,9,84.0,254,0.74,0.15,64.41,542,Poor
1289,Upkaar Nadig,30,Male,Tier-2,Salaried,50075,28709,19042,12,499,96,92,98,0,184,31,4,95.33,219,0.57,0.38,83.07,653,Good
1290,Aradhana Comar,37,Male,Tier-2,Salaried,65624,47561,15348,10,499,96,92,93,0,102,48,4,93.67,154,0.72,0.23,73.85,607,Fair
1291,Alka Bhalla,23,Male,Tier-3,Student,15140,11312,1740,12,199,82,78,82,0,238,69,10,80.67,317,0.75,0.11,67.78,591,Fair
1292,Dalbir Goswami,24,Female,Tier-2,Student,14664,11010,1635,11,399,76,96,85,1,282,21,8,85.67,311,0.75,0.11,68.18,579,Fair
1293,Dakshesh Kaur,23,Male,Tier-2,Freelancer,59734,52085,7106,8,239,96,79,80,3,230,65,3,85.0,298,0.87,0.12,62.07,520,Poor
1294,Amrita Sagar,18,Female,Tier-2,Student,16051,13392,768,9,299,100,95,98,2,232,60,11,97.67,303,0.83,0.05,68.27,562,Fair
1295,Tejas Batta,24,Male,Tier-1,Student,21132,18436,697,11,239,79,89,99,0,210,65,11,89.0,286,0.87,0.03,67.49,602,Fair
1296,Zaid Karnik,23,Female,Tier-1,Freelancer,18155,13793,1491,11,299,96,94,81,2,347,21,6,90.33,374,0.76,0.08,69.63,563,Fair
1297,Leela Maharaj,24,Male,Tier-3,Salaried,82559,63869,16811,10,499,91,91,98,1,124,24,14,93.33,162,0.77,0.2,72.78,598,Fair
1298,Jairaj Jhaveri,31,Female,Tier-1,Gig Worker,21341,17377,3175,7,239,91,88,80,2,91,66,7,86.33,164,0.81,0.15,61.63,525,Poor
1299,Atharv Ahluwalia,38,Male,Tier-2,Gig Worker,28927,25133,1495,6,239,88,83,87,1,98,89,7,86.0,194,0.87,0.05,56.55,543,Poor
1300,Ranveer Luthra,43,Male,Tier-2,Business Owner,102781,66474,33428,12,599,92,93,100,0,395,28,10,95.0,433,0.65,0.33,81.26,669,Good
1301,Saumya Varty,21,Female,Tier-1,Student,21081,18605,1678,9,299,85,75,86,1,282,42,2,82.0,326,0.88,0.08,61.39,560,Fair
1302,Lavanya Chaudhuri,27,Male,Tier-3,Salaried,83906,61850,20791,11,299,97,98,94,0,249,13,14,96.33,276,0.74,0.25,77.6,648,Fair
1303,Darsh Kant,30,Female,Tier-3,Salaried,45166,33154,10512,10,299,90,90,99,0,207,12,9,93.0,228,0.73,0.23,73.48,606,Fair
1304,Dev Agarwal,30,Female,Tier-2,Salaried,25913,19392,4868,10,299,96,96,97,0,134,49,4,96.33,187,0.75,0.19,73.8,620,Fair
1305,Kiaan Joshi,41,Female,Tier-2,Salaried,61469,37179,21359,12,599,95,99,92,0,143,47,15,95.33,205,0.6,0.35,82.09,664,Good
1306,Jackson Puri,18,Male,Tier-3,Student,12567,8744,1808,9,399,96,100,85,0,297,29,9,93.67,335,0.7,0.14,69.15,618,Fair
1307,Mason Walla,21,Male,Tier-3,Student,20183,16021,2738,12,239,75,89,83,0,208,73,4,82.33,285,0.79,0.14,69.24,606,Fair
1308,Nandini Upadhyay,21,Male,Tier-2,Student,10513,9651,345,12,239,77,86,96,0,253,56,9,86.33,318,0.92,0.03,68.15,602,Fair
1309,Praneel Sehgal,26,Male,Tier-2,Salaried,57973,40552,15022,12,499,95,98,98,0,250,30,13,97.0,293,0.7,0.26,80.27,660,Good
1310,Jairaj Butala,24,Female,Tier-1,Freelancer,40016,28947,8096,8,399,76,99,99,2,210,81,11,91.33,302,0.72,0.2,67.74,574,Fair
1311,Viraj Pandit,25,Male,Tier-1,Freelancer,48326,33907,13526,11,239,100,91,83,2,229,26,13,91.33,268,0.7,0.28,76.06,601,Fair
1312,Parth Sampath,36,Male,Tier-2,Freelancer,25650,22456,2058,9,399,81,94,84,1,310,49,5,86.33,364,0.88,0.08,63.57,561,Fair
